GNU ls option survey,Person1 USED,,,Person2,,,Person3,,,Person4,,,Person5 USED,,,Person6,,,Person7 used,,,Person8,,,Person9,,,Person10,,,Person11,,,Person12,,,Person13,,,Person14,,,Person15,,,Person16,,,Person17
Option Name,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Ever Used It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It,Commonly Uses It,Ever Used It,Knew of It
-a/--all,1,,,1,,,1,,,1,,,,1,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
-A/--almost-all,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1
--author,,,,,,,,,,,,,,,1
-b/--escape,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
--block-size,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
-B/--ignore-backups,,,1
-c,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-C,,,,,,,,1,,,,,,,1
--color,,,1,,,1,,,,,,,,1,,1,,,,1,,,1,,1,,,1,,,1,,,1,,,,,,1,,,1
-d/--directory,1,,,1,,,1,,,1,,,1,,,1,,,,,,1,,,,1,,1,,,1,,,,,,1,,,,1,,1
-D/--dired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-f,,1,,,,,,1
-F/--classify,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1
--file-type
--format=,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
--full-time,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1
-g,,,,,,,,,,,,,,,,,,,,,,,1
--group-directories-first,,,,,,,,,,,,,,1,,,,,,,,,,,,1
-G/--no-group,,,,,,,,,,,,,,1
-h/--human-readable,,,1,,,,,,,,1,,1,,,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,1
--si,,,,,,,,,,,,,,,,,,,,,,,1
-H/--dereference-command-line,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
--dereference-command-line-symlink-to-dir
--hide=
--indicator-style=
-i/--inode,,1,,,1,,,1,,,,,,1,,,1,,,,,,1,,,1,,,,,,1,,,1,,,,,,1,,,1
-I/--ignore=,,,,,,,,,,,,,,,1
-k,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
-l,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
-L/--dereference,,,1,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1
-m,,,,,,,,,,,,,,1
-n/--numeric-uid-gid,,,1,,1,,,1,,,,,,1,,,1,,,,,,1,,,,1,,1,,,1,,,,,,,,,1,,,1
-N/--literal,,,,,,,,,,,,,,,1
-o,,,,,,,,,,,,,,1,,,,,,,,,1
-p/--indicator-style=,,,,,,,,,,,,,,,,,1
-q/--hide-control-chars
--show-control-chars,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
-Q/--quote-name
--quoting-style=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-r/--reverse,1,,,1,,,1,,,1,,,,1,,1,,,,,,1,,,,1,,,1,,,1,,,,,1,,,1
-R/--recursive,,1,,1,,,1,,,,,,1,,,1,,,1,,,,1,,,1,,,,,,1,,1,,,1,,,1,,,1
-s/--size,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,1
-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
--sort=,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
--time=,,1,,,,,,,,,,,,1,,,1
--time-style=,,,,,,,1
-t,1,,,1,,,,,,1,,,,1,,1,,,,,,1,,,,1,,,1,,,,,1,,,1,,,,1,,,1
-T/--tabsize=
-u,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-v
-w/--width=,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1
-x
-X
-Z/--context
-1,,,1,,,,,1,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1
--help,,,1,,,1,,1,,,,,,,,,1,,,1,,,1,,,,1,,1,,,,1,,1,,1,,,,1,,,1
--version,,,1,,,1,,1,,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,1,,1,,,,1,,,1
